user_id,followers,friends,friend_requests,posts,account_age_days,profile_complete,verified,fraud
720,265,1472,430,277,1894,1,0,0
721,930,330,83,123,1457,0,0,0
722,1419,245,858,114,613,1,1,0
723,1462,455,375,46,994,0,0,0
724,122,1392,39,300,1945,0,0,1
725,445,472,437,387,1954,0,0,0
726,1849,1081,509,38,1211,1,0,1
727,921,436,367,160,1344,1,1,0
728,1647,1275,763,353,1030,0,1,1
729,1163,1415,593,343,982,0,0,1
730,937,102,841,370,69,0,0,1
731,1337,1082,138,24,1054,0,1,0
732,613,744,590,283,385,1,1,0
733,601,666,967,382,887,0,1,0
734,1136,1098,931,464,695,0,1,1
735,227,1106,21,456,891,0,1,1
736,1377,822,669,131,1537,0,1,0
737,368,430,836,125,1181,1,1,0
738,1947,1439,489,84,844,0,0,1
739,920,604,242,354,1745,0,1,0
740,1135,271,580,38,1558,0,1,0
741,128,291,891,483,377,1,0,1
742,789,622,414,121,415,1,0,0
743,934,917,829,164,77,1,0,0
744,468,905,891,381,1596,1,1,0
745,1461,1046,4,112,1421,1,1,0
746,219,1294,983,346,1541,0,1,1
747,45,367,903,46,1048,0,0,1
748,597,989,451,373,775,0,0,0
749,548,1150,611,70,115,0,0,1
750,1641,1083,15,121,424,1,1,0
751,22,1226,259,220,1182,1,1,0
752,667,821,757,495,896,1,0,1
753,495,330,390,166,1592,1,0,0
754,1068,427,994,442,1732,1,1,0
755,1854,378,722,230,632,1,0,0
756,91,1462,450,49,1704,1,1,0
757,82,261,130,235,1262,0,1,0
758,1232,204,757,210,1827,1,0,0
759,1637,603,714,441,1029,1,1,0
760,1991,192,507,214,986,1,0,0
761,33,762,104,486,1347,1,0,0
762,1620,1354,878,211,836,0,0,1
763,294,1229,153,130,925,0,1,0
764,419,192,550,338,1754,1,0,0
765,387,422,126,136,1385,0,1,0
766,1173,675,898,320,1439,1,0,0
767,1939,80,446,223,1040,1,0,0
768,698,1226,512,227,1563,1,1,0
769,375,173,944,358,826,0,0,1
770,535,1350,418,105,70,1,1,0
771,1512,276,265,392,539,0,0,0
772,72,844,467,223,588,1,1,0
773,763,65,172,9,1695,0,1,0
774,1007,1281,343,233,543,1,0,0
775,306,1477,46,242,342,0,0,1
776,257,109,610,214,83,1,1,0
777,130,305,496,83,157,0,1,0
778,1977,151,98,47,1342,1,1,0
779,394,1119,4,381,980,0,1,0
780,1680,427,562,67,79,0,1,0
781,1986,1391,880,463,625,0,0,1
782,447,388,807,18,917,0,1,0
783,1496,808,60,238,243,0,0,0
784,752,504,477,44,1385,0,0,0
785,1248,260,375,139,1677,0,0,0
786,81,1095,613,492,1479,1,0,1
787,1690,639,847,297,569,0,0,1
788,223,693,955,127,1755,0,0,1
789,1317,1185,101,136,945,0,1,0
790,513,626,822,183,1540,0,0,1
791,606,1458,468,351,1242,1,0,0
792,660,664,810,27,379,1,1,0
793,1130,882,55,106,1472,1,1,0
794,1402,312,220,174,855,1,0,0
795,187,1243,29,117,1276,0,1,0
796,200,641,275,172,1976,0,0,0
797,1680,64,422,227,1951,0,0,0
798,1186,461,721,448,465,1,0,1
799,925,1229,74,354,1530,0,1,0
800,917,730,932,223,1716,1,0,0
801,1799,503,963,167,842,1,0,0
802,92,509,517,95,738,0,0,1
803,643,438,922,75,622,0,0,1
804,690,1064,213,84,573,0,0,1
805,812,809,573,191,1666,0,0,1
806,1331,472,682,34,666,1,0,0
807,894,224,935,117,1580,0,1,0
808,397,1403,382,204,1809,1,1,0
809,756,1093,879,73,1203,1,1,0
810,1943,323,987,280,1527,1,0,0
811,1494,1183,888,23,1463,1,0,1
812,1072,775,66,499,956,0,0,1
813,1111,175,466,285,1889,0,0,0
814,1893,1022,899,333,1263,1,0,1
815,1089,1385,297,43,829,0,1,0
816,83,1460,209,421,255,0,1,1
817,1543,494,556,30,40,0,0,1
818,1418,447,607,303,1851,1,0,0
819,42,1428,468,486,397,0,0,1
820,1187,1254,738,329,730,1,0,1
821,1968,1179,117,251,973,1,0,0
822,1193,1253,560,459,1517,0,1,1
823,611,940,623,290,1076,1,1,0
824,1661,1345,149,448,481,1,1,0
825,1150,238,81,319,50,0,1,0
826,564,938,535,359,1998,0,0,1
827,63,1445,0,358,387,0,1,0
828,1485,427,380,193,1787,0,0,0
829,713,538,122,417,399,0,0,1
830,1518,1272,599,390,738,0,0,1
831,1483,907,886,338,1415,1,1,0
832,960,1313,265,440,1821,0,0,1
833,968,778,288,461,1626,1,1,0
834,1236,595,785,263,333,1,1,0
835,1408,0,623,295,634,0,0,1
836,757,1167,287,291,856,0,1,0
837,1744,330,459,346,430,0,0,0
838,583,1438,734,177,1326,0,1,1
839,165,89,113,464,1652,1,0,0
840,522,476,836,500,1100,0,0,1
841,1732,661,495,69,1920,0,1,0
842,1283,371,282,345,877,1,1,0
843,1672,1494,941,39,196,1,0,1
844,84,1313,670,344,1503,1,0,1
845,855,951,98,14,1835,0,0,0
846,1078,166,250,378,640,0,0,0
847,714,678,337,187,1081,0,1,0
848,337,920,51,234,1467,1,0,0
849,715,727,824,82,621,1,0,0
850,173,262,176,70,1390,0,0,0
851,500,944,440,153,1662,0,1,0
852,704,384,472,158,1998,1,1,0
853,372,362,212,363,1253,1,1,0
854,524,406,272,328,277,1,0,0
855,26,521,657,285,542,1,1,0
856,1305,883,659,388,1419,1,0,0
857,806,1006,135,207,36,1,0,0
858,1209,650,701,350,1554,0,1,0
859,390,294,509,353,1333,1,0,0
860,65,1178,266,190,480,1,0,0
861,1328,1489,149,310,927,1,0,0
862,1076,1412,771,349,125,0,0,1
863,1564,730,819,36,1058,1,1,0
864,98,29,7,98,387,0,0,0
865,1564,1435,594,466,882,1,0,1
866,1386,337,363,320,1049,1,0,0
867,1969,317,182,450,220,0,0,1
868,242,1314,602,280,1818,1,0,1
869,618,393,443,353,40,0,1,0
870,1995,644,466,361,275,1,0,0
871,55,859,808,184,791,1,1,0
872,1085,798,73,97,86,1,0,0
873,986,1116,641,228,1978,0,1,1
874,1408,1385,294,378,1246,0,0,1
875,1517,607,230,220,1233,0,0,0
876,711,1152,42,123,1404,0,1,0
877,1672,688,420,403,689,0,1,0
878,844,614,24,111,1529,0,1,0
879,1092,1051,185,356,1645,1,1,0
880,958,195,138,312,706,1,0,0
881,1293,777,593,199,1608,1,0,0
882,971,730,950,491,736,0,1,1
883,1535,795,978,325,1789,1,1,0
884,1120,909,708,456,1894,0,0,1
885,1969,512,449,388,132,1,1,0
886,157,927,899,338,80,0,0,1
887,768,782,315,421,313,1,1,0
888,686,457,293,267,1110,0,1,0
889,8,837,381,357,614,1,0,0
890,26,1441,168,399,866,0,0,1
891,1800,963,598,251,1406,1,1,0
892,1548,1078,587,4,1930,0,1,1
893,1411,1162,284,306,1696,1,0,0
894,909,574,749,284,1018,1,1,0
895,413,958,871,111,1111,1,1,0
896,767,149,137,74,1110,0,1,0
897,1530,576,937,93,419,0,1,0
898,279,286,750,96,729,1,0,0
899,1813,669,210,65,349,1,0,0
900,1201,44,52,203,257,0,0,0
901,1646,915,895,111,1638,1,0,0
902,1058,270,790,157,220,1,1,0
903,253,1272,531,325,1000,1,0,1
904,1569,1142,672,264,1363,1,1,0
905,249,360,674,349,1884,0,0,1
906,1740,212,143,323,920,1,0,0
907,833,494,439,308,254,1,1,0
908,1456,128,334,163,1357,1,0,0
909,1446,833,406,437,1712,1,1,0
910,1569,590,355,388,1397,0,0,0
911,1937,60,568,162,1508,0,0,1
912,1509,307,601,435,591,1,1,0
913,1349,937,587,369,1508,1,1,0
914,1156,408,925,459,717,1,0,1
915,1417,692,558,416,97,1,1,0
916,23,1303,969,177,77,1,0,1
917,1897,1174,486,421,1054,1,0,1
918,1845,611,875,212,1854,0,1,0
919,900,1483,562,357,562,0,1,1
920,1928,398,633,481,1940,0,1,1
921,170,1046,530,82,1599,1,1,0
922,1053,1345,959,186,697,1,1,0
923,900,1449,456,391,384,1,1,0
924,622,699,491,10,1653,1,0,0
925,213,722,830,241,1444,0,0,1
926,226,1143,202,313,1622,0,0,1
927,1744,554,618,463,1239,0,1,1
928,451,1352,974,449,116,1,0,1
929,1166,129,83,451,809,0,1,0
930,1298,1451,724,182,769,0,1,1
931,1526,708,887,316,147,0,0,1
932,1514,28,103,331,1796,0,0,0
933,901,1062,203,330,26,0,0,1
934,201,1428,88,146,1246,0,0,1
935,1228,339,183,251,4,1,1,0
936,199,1139,721,480,1428,0,0,1
937,1694,1141,344,159,143,1,1,0
938,10,1064,200,57,1457,1,1,0
939,801,1029,484,48,358,1,0,0
940,26,303,761,138,74,1,1,0
941,377,1402,514,362,1276,0,1,1
942,675,823,378,495,1164,1,1,0
943,1289,571,182,398,159,1,1,0
944,1505,999,827,121,442,1,0,0
945,1370,702,529,172,1769,1,0,0
946,1375,589,345,431,120,1,0,0
947,1296,1461,357,133,1105,0,1,0
948,754,1068,589,237,1,1,1,1
949,1791,1476,111,385,832,1,1,0
950,195,405,709,211,935,1,1,0
951,1167,837,273,0,315,1,1,0
952,348,84,590,479,1866,1,0,1
953,1074,1249,892,212,384,1,1,0
954,588,1223,886,384,1707,0,0,1
955,246,708,969,355,1017,0,0,1
956,1576,209,732,14,1634,1,1,0
957,104,1366,939,238,548,0,1,1
958,1670,1123,354,76,1429,1,1,0
959,1847,249,548,446,625,0,0,1
960,661,633,835,68,1070,0,0,1
961,67,449,783,335,1537,0,0,1
962,936,71,708,219,151,1,1,0
963,1604,841,813,183,1184,0,0,1
964,15,155,853,470,276,1,0,1
965,651,138,456,264,228,1,1,0
966,1383,1332,666,170,501,0,1,1
967,872,456,58,335,311,0,1,0
968,40,221,580,491,259,1,1,0
969,1212,79,558,200,774,1,0,0
970,1159,360,855,236,891,1,0,0
971,1395,1325,378,471,1791,1,0,1
972,1402,898,535,239,39,0,0,1
973,954,353,694,58,876,0,0,1
974,866,809,836,152,1503,1,1,0
975,207,1076,111,110,1704,0,1,0
976,1093,1403,3,425,1462,0,1,1
977,1070,860,563,301,556,1,0,0
978,922,1322,367,344,633,0,0,1
979,629,101,189,406,1514,0,0,1
980,29,174,176,428,1245,1,1,0
981,833,394,752,323,1251,0,0,1
982,501,748,282,352,994,0,0,0
983,969,299,85,495,1700,1,1,0
984,144,1246,342,467,1946,0,0,1
985,1679,22,420,470,160,0,1,0
986,1314,237,460,327,1595,1,0,0
987,1479,263,857,235,940,1,0,0
988,1569,1359,604,198,1305,0,1,1
989,1031,204,666,371,1774,1,0,0
990,1335,166,333,50,135,0,1,0
991,1481,1377,236,488,1669,1,1,0
992,686,666,707,129,169,1,0,0
993,1594,913,699,433,46,0,0,1
994,619,987,932,420,944,1,0,1
995,1757,1202,854,163,21,0,0,1
996,1454,1398,480,9,1749,0,1,0
997,1350,63,557,376,635,1,0,0
998,1034,84,168,459,1796,1,1,0
999,482,183,466,395,462,0,0,0
1000,1545,986,788,68,1157,0,1,0
